Name,RAJ2000,DEJ2000,U,e_U,B,e_B,V,e_V,I,e_I,J,e_J,H,e_H,K,e_K,[3.6],e_[3.6],[4.5],e_[4.5],[5.8],e_[5.8],[8.0],e_[8.0],[24],e_[24],SpT
BAT99-70,83.93120583333332,-69.18277749999999,14.169,0.214,14.242,0.024,13.962,0.0331,13.768,0.034,13.273,0.063,13.056,0.058,,,12.043,0.028,11.639,0.023,11.542,0.037,11.207,0.099,,,WR
BAT99-71,83.93469999999999,-68.9934,14.527,0.028,15.068,0.023,14.782,0.0241,14.473,0.046,14.035,0.024,13.864,0.028,13.729,0.03,13.288,0.031,12.938,0.036,12.869,0.065,,,,,WR
BAT99-72,83.93799999999999,-68.9789,14.632,0.027,15.532,0.026,15.376,0.0431,15.533,0.043,15.237,0.028,15.12,0.048,15.04,0.065,14.647,0.045,14.279,0.067,14.478,0.123,,,,,WR
W27-9,83.94433583333333,-68.9680861111111,13.164,0.087,13.908,0.083,13.816,0.0361,13.75,0.072,13.584,0.023,13.551,0.026,13.532,0.027,13.451,0.032,13.447,0.037,13.531,0.048,,,,,OBA
[ST92]3-24,83.94696027777776,-68.99752027777777,16.314,0.037,16.875,0.038,16.866,0.0301,16.834,0.034,,,,,,,17.003,0.115,16.479,0.11,,,,,,,OBA
W27-21,83.95312499999999,-68.89574416666666,12.253,0.01,13.164,0.01,13.126,0.0101,12.789,0.197,12.912,0.023,12.913,0.03,12.918,0.029,12.765,0.027,12.696,0.037,12.675,0.039,12.528,0.043,,,OBA
Sk -67 217,83.95583333333332,-67.06111138888888,,,9.65,0.07,12.052,0.1411,10.414,0.123,12.256,0.037,12.289,0.037,12.357,0.036,12.345,0.071,12.389,0.044,12.334,0.045,12.216,0.066,,,OBA
BAT99-73,83.96139999999998,-68.8941,13.73,0.022,14.578,0.017,14.643,0.1501,14.841,0.027,14.784,0.026,14.76,0.035,14.629,0.052,14.35,0.03,14.112,0.04,13.865,0.064,13.771,0.083,,,WR
BAT99-74,83.969,-68.9189,14.703,0.104,15.438,0.018,15.584,0.0361,15.67,0.049,15.573,0.034,15.596,0.067,15.381,0.077,15.076,0.043,14.713,0.049,14.794,0.099,,,,,WR
BAT99-75,83.97512833333332,-67.04691305555555,13.694,0.291,14.245,0.015,14.47,0.0161,14.44,0.024,14.197,0.024,14.07,0.028,13.82,0.031,13.46,0.026,13.073,0.027,12.863,0.046,12.556,0.038,,,WR
BAT99-76,83.97679999999998,-68.9853,12.463,0.01,13.324,0.01,13.266,0.0101,12.609,0.181,12.503,0.021,12.355,0.025,12.177,0.025,11.7,0.026,11.374,0.026,11.199,0.031,10.85,0.038,,,WR
Sk -67 220,83.9865036111111,-67.45961,9.627,0.144,12.913,0.328,11.689,0.204,,,11.775,0.02,11.869,0.026,11.834,0.026,11.782,0.03,11.782,0.028,11.724,0.036,11.75,0.034,,,OBA
[ST92]3-48,83.9903336111111,-68.97196972222221,14.401,0.024,15.197,0.145,15.046,0.0241,14.579,0.051,14.301,0.023,14.084,0.026,13.746,0.03,13.312,0.029,13.004,0.031,12.695,0.051,,,,,OBA
Sk -67 222,83.99662777777776,-67.06761166666666,,,,,,,,,11.339,0.024,11.386,0.028,11.392,0.027,11.318,0.021,11.283,0.019,11.258,0.026,11.271,0.029,,,OBA
BAT99-79,83.99949999999998,-69.18929999999999,13.143,0.01,13.784,0.01,13.486,0.0101,12.06,0.129,12.175,0.021,11.983,0.03,11.74,0.027,11.205,0.02,10.888,0.021,10.741,0.023,10.373,0.026,,,WR
W27-29,84.0031661111111,-68.97708138888888,13.183,0.021,13.791,0.07,13.867,0.0381,13.552,0.046,13.451,0.023,13.398,0.028,13.398,0.03,13.312,0.036,13.3,0.036,13.293,0.036,,,,,OBA
[ST92]2-49,84.01670833333333,-69.19860833333333,15.284,0.229,15.771,0.031,15.71,0.0571,15.683,0.048,15.803,0.051,15.976,0.095,,,15.741,0.067,15.794,0.08,,,,,,,OBA
BI 235,84.01858527777777,-70.85041805555555,13.732,0.039,14.538,0.028,14.52,0.0401,14.307,0.029,14.322,0.028,14.152,0.039,13.93,0.035,13.489,0.029,13.202,0.028,12.989,0.036,12.638,0.046,,,OBAe
Sk -69 211,84.0187911111111,-69.40230555555554,,,,,,,,,10.001,0.024,9.925,0.025,9.863,0.021,9.755,0.024,9.642,0.018,9.621,0.027,9.544,0.025,9.52,0.1469,OBA
LH85-10,84.02162166666666,-68.87667083333332,14.193,0.097,14.938,0.017,14.91,0.0271,14.622,0.024,14.524,0.022,14.416,0.029,14.205,0.038,13.63,0.029,13.332,0.026,13.169,0.039,12.924,0.078,,,OBAe
LH85-11,84.02529138888887,-68.87252805555555,13.275,0.021,13.908,0.058,13.938,0.0401,13.824,0.032,13.752,0.024,13.735,0.028,13.712,0.03,13.677,0.031,13.602,0.028,13.285,0.054,,,,,OBA
W27-31,84.02816777777777,-68.9651336111111,13.141,0.025,13.846,0.066,13.827,0.0311,13.91,0.037,13.873,0.023,13.882,0.027,13.946,0.034,13.856,0.052,13.805,0.049,13.293,0.112,,,,,OBA
BAT99-81,84.05059999999999,-67.58259999999999,14.609,0.143,15.504,0.013,15.394,0.0221,15.173,0.151,14.871,0.027,14.683,0.035,14.518,0.05,14.082,0.043,13.832,0.04,13.66,0.081,13.362,0.09,,,WR
Sk -68 127,84.05362694444443,-68.47361,12.593,0.01,13.604,0.01,13.726,0.0101,13.896,0.035,14.004,0.025,14.114,0.03,14.15,0.041,14.108,0.033,14.083,0.046,14.026,0.069,,,,,OBA
Sk -69 213,84.07125083333332,-69.18436416666665,,,,,,,,,11.682,0.023,11.648,0.029,11.6,0.029,11.463,0.023,11.456,0.024,11.413,0.029,11.386,0.04,,,OBA
R126,84.10775,-69.38217166666666,10.056,0.087,11.348,0.168,10.959,0.0721,10.423,0.046,10.126,0.021,9.764,0.026,8.76,0.021,6.805,0.026,6.101,0.029,5.467,0.022,4.746,0.026,2.01,0.005767,OBAe
Sk -68 129,84.11154166666665,-68.95888527777777,11.973,0.01,12.864,0.01,12.836,0.0101,11.827,0.159,12.574,0.025,12.561,0.026,12.553,0.032,12.439,0.026,12.362,0.027,12.334,0.03,12.279,0.067,,,OBA
BAT99-82,84.13999999999999,-69.15469999999999,15.636,0.058,15.937,0.029,16.108,0.0271,15.627,0.295,14.918,0.03,14.706,0.043,14.4,0.041,13.85,0.053,13.279,0.034,12.968,0.075,,,,,WR
Sk -69 217,84.15458666666666,-69.48844138888887,10.897,0.039,11.816,0.229,11.787,0.1571,12.186,0.069,12.212,0.023,12.275,0.026,12.26,0.027,12.228,0.036,12.124,0.028,12.05,0.041,11.965,0.046,,,OBA
Sk -69 218,84.1575011111111,-69.4925536111111,,,,,,,,,12.166,0.038,12.222,0.057,12.258,0.06,12.181,0.037,12.15,0.036,12.155,0.045,12.13,0.041,,,OBA
BI 244,84.1647111111111,-66.45632916666666,13.28,0.021,14.131,0.021,14.248,0.0281,14.291,0.024,14.303,0.024,14.267,0.027,14.063,0.034,13.665,0.032,13.471,0.034,13.396,0.043,13.071,0.086,8.859,0.08121,OBAe
HMW113,84.16999833333333,-69.4980775,13.137,0.038,13.985,0.031,13.912,0.0421,14.199,0.041,14.306,0.027,14.335,0.035,14.405,0.049,14.321,0.05,14.343,0.059,14.11,0.11,,,,,OBA
R128-24,84.1937486111111,-69.49891666666666,12.045,0.044,12.528,0.158,12.486,0.2161,13.115,0.073,,,,,,,13.548,0.05,13.505,0.047,13.483,0.101,,,,,OBA
R128-37,84.19666277777776,-69.49783333333332,9.94,0.051,10.761,0.057,10.73,0.062,,,10.836,0.027,10.892,0.031,10.843,0.029,10.718,0.032,10.626,0.02,10.603,0.03,10.543,0.034,,,OBA
R128-45,84.19999694444444,-69.4988861111111,12.33,0.032,13.163,0.059,13.166,0.2331,13.433,0.087,13.747,0.037,13.834,0.049,13.889,0.045,14.045,0.069,13.922,0.066,13.882,0.096,,,,,OBA
BAT99-84,84.21408083333333,-69.43241111111111,12.023,0.01,12.814,0.01,12.986,0.0101,13.605,0.066,13.251,0.033,13.329,0.044,12.958,0.045,12.806,0.031,12.56,0.041,12.436,0.036,12.156,0.059,,,WR
BAT99-85,84.22733305555555,-69.19386277777777,14.523,0.228,11.148,0.247,12.183,0.3551,11.68,0.248,,,,,,,12.312,0.113,12.129,0.056,11.996,0.067,11.622,0.102,,,WR
Sk -66 169,84.22770694444444,-66.63955694444444,,,,,,,,,11.899,0.024,11.914,0.027,11.89,0.026,11.734,0.029,11.645,0.019,11.542,0.031,11.429,0.025,,,OBA
HMW281,84.23666388888888,-69.49091333333332,14.541,0.031,15.427,0.033,15.511,0.0361,15.852,0.043,15.972,0.038,16.229,0.1,,,16.224,0.06,16.278,0.08,,,,,,,OBA
Sk -66 171,84.26004027777776,-66.64360805555555,11.381,0.052,10.246,0.086,10.248,0.1241,11.39,0.109,12.547,0.027,12.572,0.028,12.636,0.035,12.559,0.033,12.516,0.025,12.445,0.044,12.443,0.041,,,OBA
Sk -65 70,84.2783736111111,-65.78186805555555,12.726,0.029,13.594,0.067,13.796,0.0581,14.0,0.032,14.202,0.022,14.306,0.025,14.321,0.032,14.453,0.04,14.415,0.039,14.362,0.076,,,,,OBA
Sk -69 228,84.28825388888887,-69.33875277777777,,,,,,,,,12.001,0.027,11.947,0.031,11.956,0.034,11.807,0.057,11.801,0.027,11.697,0.034,11.676,0.055,,,OBA
BAT99-86,84.29799999999999,-69.12709999999998,15.959,0.044,16.427,0.021,16.301,0.0391,15.936,0.027,15.432,0.031,15.233,0.048,14.826,0.054,14.469,0.053,14.05,0.043,,,,,,,WR
[ST92]1-6,84.36595916666666,-69.13413999999999,15.043,0.062,15.982,0.019,15.718,0.0431,14.976,0.041,14.383,0.025,14.081,0.032,13.703,0.033,13.498,0.037,13.177,0.031,13.034,0.113,,,,,OBA
BAT99-87,84.37183388888887,-69.3465272222222,12.862,0.033,13.975,0.046,13.686,0.0651,14.14,0.042,14.078,0.024,13.99,0.03,13.876,0.033,13.589,0.05,13.31,0.044,13.059,0.06,,,,,WR
[ST92]1-10,84.37662499999999,-69.16680138888889,15.681,0.059,16.443,0.041,16.333,0.0381,16.191,0.03,15.937,0.044,15.944,0.08,15.944,0.14,15.681,0.067,15.742,0.117,,,,,,,OBA
[ST92]1-12,84.37883,-69.18527972222222,14.193,0.028,14.84,0.017,14.621,0.0271,13.915,0.034,,,13.281,0.03,13.177,0.029,13.052,0.043,13.033,0.033,12.983,0.177,,,,,OBA
BAT99-88,84.39849999999998,-69.14439999999999,17.387,0.053,17.957,0.118,16.924,0.0461,16.324,0.032,15.064,0.03,14.574,0.037,14.001,0.036,13.345,0.038,12.763,0.034,12.463,0.08,,,,,WR
Sk -68 134,84.40079499999999,-68.8489761111111,11.818,0.075,13.655,0.068,13.656,0.0581,13.696,0.044,13.619,0.027,13.579,0.027,13.566,0.032,13.538,0.022,13.48,0.027,13.333,0.051,13.245,0.079,,,OBA
[ST92]1-24,84.40225222222222,-69.17568972222222,13.839,0.066,14.632,0.022,14.379,0.0331,13.922,0.06,13.607,0.025,13.489,0.032,13.433,0.035,13.337,0.055,13.26,0.038,,,,,,,OBA
[ST92]1-28,84.40824888888888,-69.17077638888888,13.515,0.031,14.211,0.031,14.161,0.0271,13.713,0.045,13.455,0.023,13.338,0.041,13.265,0.044,13.132,0.047,13.083,0.036,13.024,0.07,,,,,OBA
[ST92]1-32,84.41349777777776,-69.16419222222221,15.22,0.041,16.099,0.033,15.806,0.0321,15.118,0.035,14.55,0.026,14.248,0.033,13.855,0.035,13.379,0.046,13.063,0.038,12.824,0.093,,,,,OBA
BAT99-89,84.41874694444444,-69.13269805555555,13.454,0.021,14.184,0.043,14.077,0.0241,13.492,0.062,12.826,0.03,12.516,0.034,12.196,0.035,11.586,0.03,11.184,0.02,10.958,0.036,10.496,0.03,,,WR
Sk -67 228,84.42087555555554,-67.72127527777776,8.716,0.163,12.227,0.228,11.475,0.039,9.8,0.077,11.554,0.024,11.515,0.026,11.492,0.025,11.393,0.019,11.285,0.022,11.237,0.026,11.152,0.028,,,OBA
[ST92]1-54,84.4348297222222,-69.15672305555555,15.711,0.054,16.487,0.046,16.372,0.0581,16.153,0.041,16.062,0.05,16.181,0.111,16.066,0.181,15.598,0.096,15.438,0.11,,,,,,,OBA
BAT99-90,84.43599694444444,-69.24047083333332,14.413,0.032,14.772,0.029,14.628,0.0341,14.761,0.051,14.382,0.024,14.179,0.029,13.571,0.029,13.379,0.033,12.903,0.026,12.717,0.058,,,,,WR
[ST92]1-64,84.44662472222221,-69.1508636111111,16.026,0.049,16.714,0.12,16.517,0.1221,18.408,0.533,14.526,0.059,14.477,0.09,14.124,0.068,13.775,0.05,13.481,0.037,13.333,0.166,,,,,OBA
[ST92]1-67,84.45079027777777,-69.15878305555555,16.419,0.134,17.33,0.157,16.931,0.1481,15.845,0.048,15.303,0.031,14.927,0.038,14.611,0.049,14.086,0.051,13.84,0.044,13.488,0.083,,,,,OBA
BAT99-93,84.46409999999999,-69.16279999999999,12.483,0.03,13.474,0.03,13.446,0.0201,13.278,0.073,13.378,0.024,13.356,0.029,13.337,0.029,13.188,0.041,13.104,0.03,13.313,0.122,,,,,OBA
[ST92]1-93,84.48420722222221,-69.1974486111111,14.388,0.031,15.069,0.026,14.798,0.0491,14.239,0.031,13.959,0.023,13.804,0.03,13.792,0.033,13.548,0.042,13.511,0.035,13.238,0.052,,,,,OBA
[ST92]1-104,84.51987472222221,-69.15152749999999,14.473,0.061,14.945,0.03,14.598,0.0551,13.882,0.034,13.347,0.036,13.157,0.044,12.988,0.057,12.821,0.057,12.787,0.041,11.932,0.149,,,,,OBA
Parker42,84.59879305555555,-69.08431999999999,,,,,,,,,12.597,0.02,12.633,0.023,12.681,0.025,12.609,0.032,12.599,0.036,12.609,0.061,,,,,OBA
BAT99-94,84.61545555555554,-69.49958027777777,14.243,0.03,14.595,0.07,14.712,0.0351,14.23,0.04,13.583,0.026,13.294,0.032,13.022,0.034,12.342,0.032,11.86,0.026,11.747,0.033,11.362,0.042,,,WR
BAT99-95,84.64039999999999,-69.08049999999999,,,,,,,,,12.067,0.043,11.807,0.07,11.46,0.06,10.933,0.049,10.475,0.063,,,,,,,WR
Parker370,84.64155583333333,-69.07254777777777,13.198,0.071,14.245,0.066,14.274,0.0551,13.858,0.047,14.054,0.035,14.046,0.04,13.956,0.057,14.013,0.108,,,,,,,,,OBA
BAT99-96,84.65209999999999,-69.1158,,,,,,,,,12.091,0.03,11.826,0.035,11.472,0.033,11.068,0.056,10.796,0.062,,,,,,,WR
Parker548,84.65402222222221,-69.085495,,,,,,,,,11.579,0.036,11.48,0.038,11.384,0.043,11.259,0.055,,,,,,,,,OBA
BAT99-98,84.66359999999999,-69.10579999999999,,,,,,,,,,,11.82,0.07,11.458,0.051,11.008,0.04,10.648,0.038,10.519,0.042,,,,,WR
Parker696,84.66370388888888,-69.13137055555555,15.253,0.025,15.843,0.025,15.567,0.0401,15.039,0.039,14.728,0.041,14.515,0.045,14.44,0.052,14.462,0.155,,,,,,,,,OBA
BAT99-104,84.6745,-69.10379999999999,,,,,,,,,,,13.338,0.058,,,11.587,0.146,,,,,,,,,OBA
Parker925,84.67597972222221,-69.1423111111111,15.124,0.05,15.572,0.036,15.185,0.0421,14.128,0.031,13.595,0.032,13.31,0.037,13.152,0.032,12.896,0.037,12.835,0.044,12.822,0.075,,,,,OBA
R136-014,84.67707833333333,-69.1042786111111,,,,,,,,,,,,,,,11.563,0.105,11.56,0.081,11.078,0.167,,,,,OBA
Parker9022,84.67737583333333,-69.01733388888888,12.363,0.03,13.274,0.03,13.176,0.0301,12.362,0.171,12.785,0.026,12.708,0.037,12.698,0.033,12.48,0.034,12.428,0.031,12.318,0.063,,,,,OBA
Parker9024,84.67954249999998,-69.02572638888888,12.393,0.01,13.284,0.01,13.246,0.0101,12.424,0.18,12.756,0.027,12.652,0.028,12.602,0.029,12.567,0.032,12.486,0.029,12.409,0.06,,,,,OBA
BAT99-116,84.68449999999999,-69.10149999999999,,,,,,,,,12.056,0.024,11.789,0.05,11.539,0.038,11.26,0.042,10.903,0.05,10.819,0.07,,,,,WR
[ST92]5-85,84.68458555555554,-69.50497444444443,12.749,0.03,13.702,0.062,13.7,0.0481,13.773,0.039,13.754,0.023,13.798,0.026,13.785,0.031,13.663,0.063,13.698,0.052,,,,,,,OBA
Parker1184,84.6873397222222,-69.13520055555554,14.203,0.109,14.657,0.026,14.205,0.0461,13.773,0.035,13.327,0.036,13.148,0.049,12.915,0.05,12.746,0.13,,,12.342,0.129,,,,,OBA
Parker1257,84.69039916666665,-69.10623916666665,11.233,0.04,12.094,0.04,11.996,0.0401,10.066,0.071,11.581,0.038,11.478,0.035,11.368,0.03,11.338,0.047,11.262,0.113,11.199,0.06,,,,,OBA
BAT99-117,84.69799805555554,-69.00702666666666,11.953,0.02,12.974,0.02,13.116,0.0201,12.751,0.148,12.976,0.022,12.927,0.021,12.808,0.029,12.231,0.036,11.926,0.028,11.857,0.053,,,,,WR
Parker1459,84.70361333333332,-69.14114388888888,15.549,0.071,16.26,0.046,16.281,0.0701,15.802,0.037,15.804,0.034,15.816,0.067,15.587,0.098,14.363,0.05,13.377,0.036,12.294,0.057,11.118,0.052,,,OBA
Parker1552,84.7127075,-69.10567472222222,13.35,0.024,14.202,0.108,13.835,0.0301,13.609,0.096,13.365,0.026,13.284,0.026,13.228,0.029,12.971,0.061,,,12.731,0.154,,,,,OBA
LH101-5-76,84.71287527777777,-69.49802388888888,,,,,,,,,9.875,0.023,9.761,0.024,9.643,0.023,9.498,0.031,9.411,0.024,9.346,0.028,9.275,0.033,,,OBAe
Parker1619,84.72069555555555,-69.12928,13.795,0.03,14.467,0.028,14.242,0.0311,13.848,0.041,13.707,0.028,13.617,0.037,13.521,0.032,13.46,0.033,13.33,0.047,13.4,0.079,,,,,OBA
BAT99-118,84.72241972222221,-69.03358472222222,,,,,,,,,10.875,0.024,10.78,0.021,10.585,0.023,10.122,0.023,9.723,0.018,9.563,0.028,9.176,0.021,,,WR
Parker1661,84.7253722222222,-69.13547527777777,14.032,0.028,14.713,0.022,14.579,0.0281,14.02,0.033,13.894,0.029,13.816,0.032,13.611,0.031,13.225,0.055,13.043,0.07,12.831,0.076,,,,,OBA
Parker1674,84.72679138888888,-69.13348388888888,14.144,0.041,14.861,0.05,14.66,0.0441,14.027,0.035,13.739,0.026,13.608,0.026,13.513,0.027,13.379,0.041,13.387,0.047,13.478,0.096,,,,,OBA
Parker1685,84.7282486111111,-69.14565277777777,13.327,0.022,14.041,0.045,13.965,0.0241,13.678,0.051,13.565,0.026,13.508,0.029,13.426,0.033,13.312,0.05,13.286,0.076,13.1,0.083,,,,,OBA
Parker1737,84.73257444444444,-69.13957222222221,13.93,0.024,14.529,0.029,14.398,0.0451,13.908,0.035,13.78,0.028,13.672,0.032,13.667,0.035,13.548,0.085,,,,,,,,,OBA
Parker1775,84.73661027777777,-69.1447525,15.21,0.067,14.99,0.034,14.803,0.0281,16.746,0.13,,,,,,,13.345,0.103,13.324,0.093,13.511,0.131,,,,,OBA
BAT99-119,84.73779305555554,-69.10158527777777,,,,,,,,,11.239,0.023,11.094,0.028,10.866,0.025,10.448,0.022,10.126,0.025,9.991,0.025,9.692,0.039,,,WR
Parker1797,84.73882277777777,-69.11939999999998,14.514,0.051,13.891,0.04,14.134,0.0361,12.47,0.131,12.12,0.02,11.684,0.022,11.24,0.026,10.604,0.024,10.225,0.024,10.019,0.029,9.66,0.062,,,OBA
BAT99-121,84.76579999999998,-69.0628,16.19,0.122,15.895,0.079,15.834,0.0811,15.533,0.046,14.94,0.022,14.375,0.025,13.594,0.026,13.071,0.064,12.675,0.063,,,,,,,WR
Parker1987,84.76997388888888,-69.06940472222222,12.403,0.03,13.154,0.02,12.756,0.02,,,12.337,0.029,12.18,0.037,12.074,0.036,11.846,0.05,11.731,0.071,11.298,0.113,,,,,OBA
Sk -67 233,84.77912138888888,-67.47758472222222,12.702,0.099,13.581,0.024,13.729,0.0201,13.902,0.035,14.032,0.024,14.039,0.03,14.157,0.038,14.092,0.033,14.091,0.042,14.17,0.076,,,,,OBA
BAT99-122,84.79721083333332,-69.03377527777776,12.323,0.01,13.114,0.01,13.066,0.01,,,12.13,0.024,11.875,0.022,11.617,0.023,11.176,0.036,10.879,0.033,10.674,0.076,,,,,WR
BI 257,84.84512333333332,-67.58533472222221,13.189,0.12,14.095,0.015,14.257,0.0161,14.425,0.023,14.635,0.027,14.623,0.038,14.648,0.058,14.698,0.035,14.578,0.042,14.544,0.092,,,,,OBA
LH101-5-3,84.85616305555554,-69.47855388888888,,,20.52,0.127,19.338,0.1601,17.411,0.043,16.127,0.057,15.304,0.045,15.048,0.067,14.954,0.054,14.992,0.063,,,,,,,OBA
BAT99-123,84.89287583333332,-68.73588555555554,14.291,0.03,15.626,0.018,15.204,0.0481,15.62,0.024,15.418,0.034,15.25,0.057,15.13,0.073,14.403,0.048,13.989,0.037,13.923,0.062,13.103,0.091,,,WR
Sk -69 254,84.91699972222222,-69.7426911111111,11.745,0.033,12.295,0.035,12.08,0.0541,11.493,0.18,11.196,0.026,11.002,0.032,10.857,0.023,10.733,0.028,10.604,0.03,10.616,0.038,10.738,0.102,,,OBA
[ST92]4-16,84.95874777777777,-69.3873061111111,,,,,,,,,13.386,0.073,12.979,0.047,12.933,0.046,12.755,0.046,12.787,0.036,12.63,0.059,,,,,OBA
W4-4,84.96125027777776,-69.40780638888889,12.694,0.03,13.614,0.034,13.639,0.1101,13.651,0.044,,,,,,,13.774,0.043,13.675,0.032,13.694,0.066,13.514,0.083,,,OBA
[ST92]4-74,84.97396083333332,-69.37342083333333,,,,,,,,,13.641,0.023,13.666,0.027,13.703,0.032,13.673,0.037,13.614,0.041,13.561,0.089,,,,,OBA
BAT99-125,84.98379527777777,-69.4067536111111,12.073,0.01,12.894,0.01,12.996,0.0101,13.15,0.105,13.242,0.037,13.098,0.053,12.691,0.04,12.396,0.12,11.977,0.035,11.715,0.044,11.454,0.035,,,WR
Sk -69 257,84.99478916666665,-69.73446666666666,11.645,0.027,12.442,0.065,12.517,0.0971,12.227,0.221,12.645,0.028,12.656,0.034,12.682,0.029,12.635,0.048,12.606,0.048,12.653,0.179,,,,,OBA
W4-15,85.0267486111111,-69.39288333333333,12.443,0.01,13.414,0.01,13.486,0.0101,13.232,0.053,13.284,0.029,12.996,0.028,12.933,0.034,12.902,0.059,12.903,0.044,12.889,0.072,12.803,0.091,,,OBA
BAT99-126,85.0314561111111,-69.40885916666666,12.043,0.01,13.014,0.01,13.166,0.0101,13.205,0.05,13.119,0.022,13.093,0.026,12.94,0.034,12.601,0.041,12.209,0.026,12.108,0.04,11.724,0.046,,,WR
Sk -70 106,85.04116833333332,-70.450775,12.164,0.043,12.781,0.143,12.796,0.3741,12.729,0.178,12.655,0.024,12.615,0.028,12.631,0.034,12.527,0.049,12.451,0.028,12.436,0.044,12.405,0.052,,,OBA
S134,85.05554194444443,-69.37958527777776,11.236,0.031,12.296,0.048,12.215,0.0881,10.891,0.153,10.456,0.021,9.847,0.021,8.602,0.021,6.548,0.027,5.854,0.026,5.275,0.025,4.557,0.024,2.888,0.005892,OBAe
[ST92]4-61,85.05612166666666,-69.38913722222222,12.363,0.01,13.334,0.01,13.386,0.0101,13.336,0.043,13.43,0.022,13.458,0.023,13.512,0.026,13.46,0.039,13.314,0.051,13.455,0.051,13.637,0.084,,,OBA
LH104-4-67,85.06478888888888,-69.4027786111111,,,18.955,0.142,17.675,0.0901,16.408,0.044,15.055,0.031,14.747,0.043,,,14.644,0.045,14.709,0.049,14.438,0.143,,,,,OBA
BAT99-128,85.21166999999998,-69.44216916666666,14.965,0.032,15.549,0.038,15.718,0.0531,15.494,0.043,15.009,0.027,14.867,0.034,14.57,0.042,13.96,0.03,13.453,0.037,13.262,0.064,,,,,WR
Sk -68 147,85.23416888888887,-68.50988777777776,11.923,0.01,12.894,0.01,12.966,0.0101,13.088,0.081,13.157,0.027,13.218,0.026,13.261,0.026,13.233,0.044,13.18,0.032,13.226,0.044,13.164,0.057,,,OBA
Sk -69 270,85.33499916666666,-69.08536527777777,,,,,,,,,10.983,0.024,10.954,0.026,10.892,0.026,10.804,0.026,10.745,0.026,10.705,0.031,10.731,0.04,,,OBA
Sk -69 274,85.3653336111111,-69.80103305555555,,,,,,,,,11.077,0.021,11.128,0.024,11.035,0.025,10.97,0.029,10.909,0.025,10.862,0.035,10.748,0.035,,,OBA
lmc2-8,85.37291722222221,-68.16489416666666,15.17,0.031,15.989,0.029,16.063,0.0281,16.164,0.043,16.296,0.058,16.306,0.119,,,15.598,0.046,15.553,0.042,,,,,,,OBAe
Sk -69 276,85.39096083333332,-69.56153111111111,,,,,,,,,12.776,0.026,12.784,0.024,12.858,0.03,12.842,0.032,12.835,0.03,12.779,0.048,12.887,0.068,,,OBA
Sk -70 111,85.40328972222221,-70.01461027777776,10.812,0.067,11.872,0.123,11.516,0.0951,11.965,0.138,12.034,0.022,12.05,0.024,12.047,0.027,11.93,0.04,11.995,0.038,11.894,0.068,11.793,0.061,,,OBA
S137,85.43228916666665,-69.62730416666666,13.504,0.023,14.198,0.056,14.107,0.0311,13.463,0.064,13.137,0.029,12.238,0.028,11.141,0.024,9.432,0.044,8.711,0.027,8.19,0.02,7.57,0.019,6.05,0.01513,OBAe
Sk -69 279,85.43612666666665,-69.5874711111111,12.079,0.024,12.787,0.094,12.842,0.0561,12.619,0.209,12.678,0.029,12.583,0.037,12.528,0.038,12.286,0.028,12.129,0.029,12.082,0.043,11.829,0.041,,,OBAe
BAT99-129,85.45209999999999,-70.59179999999999,13.57,0.168,14.522,0.043,14.701,0.0591,14.834,0.059,14.66,0.028,14.552,0.032,14.496,0.041,14.278,0.048,13.904,0.045,13.737,0.049,13.408,0.062,,,WR
Sk -67 247,85.53791805555555,-67.29094694444444,12.169,0.029,12.126,0.064,12.082,0.0391,10.747,0.123,12.274,0.026,12.299,0.021,12.298,0.026,12.219,0.027,12.172,0.028,12.135,0.042,12.096,0.041,,,OBA
Sk -68 150,85.54833222222221,-68.01452638888888,12.995,0.028,13.734,0.07,13.867,0.0171,14.028,0.038,14.103,0.029,14.14,0.033,14.139,0.041,14.255,0.031,14.228,0.033,14.432,0.068,,,,,OBA
Sk -66 185,85.62708277777777,-66.30303194444444,11.981,0.031,12.922,0.065,13.224,0.1231,13.225,0.125,13.449,0.025,13.56,0.026,13.672,0.03,13.6,0.033,13.636,0.034,13.617,0.059,13.632,0.076,,,OBA
Sk -69 289,85.70529166666665,-69.54785916666665,,,,,,,,,11.435,0.024,11.45,0.025,11.433,0.023,11.345,0.022,11.318,0.025,11.292,0.028,11.254,0.036,,,OBA
Sk -67 249,85.76266472222221,-67.3755875,11.6,0.067,12.371,0.032,12.397,0.0391,12.49,0.054,12.488,0.023,12.575,0.027,12.548,0.023,12.614,0.036,12.56,0.029,12.519,0.046,12.459,0.043,,,OBA
Sk -67 250,85.81517027777777,-67.85288999999999,11.314,0.031,12.631,0.041,12.541,0.0741,12.781,0.108,13.317,0.029,13.369,0.03,13.479,0.035,13.132,0.028,13.193,0.024,13.053,0.048,,,,,OBA
Sk -67 251,85.88150027777776,-67.26586138888888,12.799,0.092,13.648,0.06,13.743,0.0321,14.062,0.044,14.178,0.03,14.257,0.032,14.327,0.042,14.323,0.038,14.308,0.046,14.394,0.062,,,,,OBA
Sk -66 186,85.97125249999999,-66.02669527777778,12.516,0.03,13.48,0.035,13.588,0.0621,13.802,0.04,14.008,0.028,14.058,0.036,14.069,0.041,14.153,0.037,14.083,0.041,14.188,0.063,14.114,0.107,,,OBA
